45542;0.43;0.21;45444;0.106;10;37;0.9966;42795;0.91;45421;5
45298;0.71;0;45536;0.08;14;35;0.9972;17227;0.55;45391;5
45511;0.645;0;2;0.082;8;16;0.9964;13940;0.59;45513;6
45479;0.675;0.07;45384;0.089;17;82;0.9958;12844;0.54;45301;5
45541;0.685;0;45414;0.105;22;37;0.9966;16862;0.57;45453;6
45359;0.655;0.12;45353;0.083;15;113;0.9966;42795;0.66;45513;5
45541;0.605;0.12;45483;0.073;40;83;0.9993;16497;0.52;45391;6
45327;0.32;0.25;45505;0.103;13;50;0.9957;13940;0.55;45331;5
45511;0.645;0;45417;0.086;5;18;0.9986;45385;0.55;45452;6
45511;0.6;0.14;45384;0.086;3;15;0.9975;15401;0.6;45514;6
45299;0.38;0.28;45293;0.066;13;30;0.9968;44986;0.73;45482;7
45478;41275;0.09;45413;0.172;7;19;0.994;45415;0.48;45513;4
45358;0.45;0.36;45540;0.074;12;87;0.9978;12114;0.83;45422;5
45358;0.45;0.36;45540;0.074;12;87;0.9978;12114;0.83;45422;5
45512;0.61;0.3;45506;0.088;17;46;0.9976;46082;0.51;45360;4
45419;0.49;0.2;45445;0.332;8;14;0.9968;44256;0.9;45422;6
45299;0.66;0.22;45324;0.069;9;23;0.9968;45354;45323;45361;5
45510;0.67;0.02;45505;0.05;5;11;0.9962;17593;0.52;45421;5
45447;0.52;0.15;45293;0.054;8;65;0.9934;45538;0.56;45304;4
45480;0.935;0.43;45324;0.114;22;114;0.997;45717;0.73;45331;5
45481;0.29;0.52;45444;0.113;12;37;0.9969;45717;0.58;45421;5
45388;0.4;0.23;45444;0.066;5;12;0.9958;12479;0.56;45331;5
45448;0.31;0.37;45383;0.074;12;96;0.9954;11749;0.58;45331;5
45512;0.66;0.26;45474;0.074;4;23;0.9971;42064;0.74;45331;5
45449;0.52;0.04;45324;0.069;8;15;0.9956;45385;0.63;45391;6
45449;0.5;0.04;45293;0.068;6;14;0.9955;14305;0.64;45391;6
45451;0.38;0.36;3;0.081;30;119;0.997;45325;0.56;45391;5
45450;0.51;0.15;45506;0.11;33;73;0.9955;42795;0.63;45332;6
45480;0.62;0.04;45507;0.084;25;45;0.9978;12479;0.53;45421;5
45332;0.42;0.57;45385;0.07;4;10;0.9971;45385;0.63;45452;5
45419;0.63;0.12;45296;0.111;50;110;0.9983;46082;0.77;45391;5
45511;0.59;0.18;45353;0.076;17;54;0.9975;15766;0.59;10;5
45358;0.39;0.31;45384;0.074;9;46;0.9962;15036;0.54;45391;6
45512;0.4;0.4;45324;0.079;19;52;0.998;16132;0.64;45331;5
45480;0.69;0.49;45505;0.115;20;112;0.9968;44256;0.71;45360;5
45419;0.52;0.16;45536;0.085;12;35;0.9968;13940;0.62;45421;7
7;0.735;0.05;2;0.081;13;54;0.9966;14305;0.57;45513;5
45329;0.725;0.05;23833;0.086;4;11;0.9962;15036;0.39;45545;5
45329;0.725;0.05;23833;0.086;4;11;0.9962;15036;0.39;45545;5
45419;0.52;0.11;45413;0.079;11;39;0.9968;15401;0.58;45452;5
45449;0.705;0.07;45444;0.076;6;15;0.9962;16132;0.58;45483;5
45360;0.32;0.57;2;0.074;27;65;0.9969;46813;0.79;45483;5
8;0.705;0.05;45536;0.074;8;19;0.9962;12479;0.95;45422;6
45480;0.63;0.08;45536;0.076;15;27;0.9967;11749;0.54;45421;6
45480;0.67;0.23;45293;0.088;17;96;0.9962;11749;0.48;45421;5
45480;0.69;0.22;45536;0.084;18;94;0.9961;11383;0.48;45421;5
45359;0.675;0.26;45293;0.084;11;43;0.9976;11383;0.53;45331;4
45482;0.32;0.54;45414;0.094;28;83;0.9984;46813;0.82;45452;5
45512;0.41;0.64;45324;0.093;9;42;0.9986;19784;0.66;45422;5
45512;0.41;0.64;45324;0.093;9;42;0.9986;19784;0.66;45422;5
45510;0.785;0;45384;0.104;14;30;0.9966;19054;0.55;45483;6
45479;0.75;0.12;2;0.086;12;80;0.9958;13940;0.52;45301;5
45359;0.625;0.2;45413;0.08;27;119;0.9972;42430;45627;45300;4
45328;0.45;0.2;45444;0.069;3;15;0.9958;15036;0.56;45331;5
45511;0.43;0.7;45536;0.464;22;67;0.9974;41334;46753;45391;5
45389;0.5;0.47;2;0.086;21;73;0.997;13210;0.57;45300;5
45358;0.67;0.26;45505;0.401;16;51;0.9969;42430;41640;45391;5
45357;0.3;0.48;45505;0.069;18;61;0.9959;16132;0.78;45361;6
45541;0.55;0.15;45324;0.076;19;40;0.9961;15036;0.59;45301;5
45451;0.49;0.28;45536;0.11;20;136;0.9972;34001;34700;45544;6
45480;0.49;0.26;45536;0.062;9;31;0.9966;14305;0.64;45452;5
45360;0.39;0.44;45293;0.107;34;125;0.9978;41699;44562;45421;5
7;0.62;0.08;45505;0.076;8;24;0.9978;17593;0.53;9;5
45542;0.52;0.26;45536;0.079;42;140;0.9964;44986;0.54;45421;5
45451;0.49;0.28;45536;0.11;20;136;0.9972;34001;34700;45544;6
45451;0.49;0.29;2;0.11;19;133;0.9972;34001;35796;45513;5
45480;0.49;0.26;45536;0.062;9;31;0.9966;14305;0.64;45452;5
5;45323;0.04;45383;0.045;41;85;0.9938;27454;0.48;45422;4
45477;0.6;0.17;45353;0.058;17;106;0.9932;31107;0.6;45547;6
45510;0.775;0;3;0.102;8;23;0.9965;16497;0.56;45483;5
7;0.5;0.25;2;0.07;3;22;0.9963;45717;0.63;45331;5
45450;0.9;0.06;45414;0.079;5;10;0.9967;14305;0.56;45513;5
45299;0.545;0.18;45536;0.08;13;35;0.9972;45354;0.59;9;6
45359;0.61;0.3;45293;0.084;11;50;0.9972;45385;0.61;45332;6
45511;0.5;0.3;45536;0.075;8;22;0.9959;11383;0.56;45392;6
45299;0.545;0.18;45536;0.08;13;35;0.9972;45354;0.59;9;6
45299;0.575;0.22;45293;0.077;12;65;0.9967;47178;0.51;45331;5
45329;0.49;0.24;45324;0.07;5;36;0.996;12114;0.48;45391;5
45299;0.575;0.22;45293;0.077;12;65;0.9967;47178;0.51;45331;5
45511;0.41;0.68;45474;0.467;18;69;0.9973;45507;11324;45360;5
45328;0.63;0.31;45474;0.088;15;64;0.9969;16862;0.79;45360;5
8;0.33;0.53;45414;0.091;18;80;0.9976;13575;0.8;45452;6
45299;0.785;0.52;2;0.122;37;153;0.9969;44256;0.69;45360;5
45511;0.56;0.19;45505;0.104;12;47;0.9964;43525;0.93;45421;5
45390;0.62;0.09;45324;0.084;11;108;0.9964;42064;0.66;45513;5
45390;0.6;0.1;45324;0.085;14;111;0.9964;42064;0.66;45513;5
45301;0.31;0.44;45353;0.08;22;46;0.9988;11749;0.67;45482;6
45511;0.56;0.19;45505;0.104;12;47;0.9964;43525;0.93;45421;5
45391;0.4;0.31;45324;0.09;13;62;0.9966;45476;0.63;45422;6
45359;0.54;0.28;45536;0.077;11;40;0.9978;14305;0.61;10;6
45511;0.56;0.12;2;0.082;7;28;0.997;13575;0.5;45391;6
45512;0.55;0.04;45324;0.119;14;56;0.9962;44256;0.6;45545;6
7;0.69;0.08;45505;0.097;22;89;0.9959;12479;0.54;45331;6
45358;45474;0.09;45474;0.178;10;89;0.9962;45354;0.57;9;5
45512;0.55;0.04;45324;0.119;14;56;0.9962;44256;0.6;45545;6
45358;0.695;0;45414;0.075;3;13;0.998;17958;0.52;45331;5
8;0.71;0;45445;0.08;11;34;0.9976;16132;0.53;45421;5
45511;0.5;0.17;45444;0.082;21;102;0.996;14305;0.48;45421;5
9;0.62;0.04;45536;0.146;27;90;0.9984;42430;0.7;45391;5
45330;12055;0;45474;0.081;3;12;0.9964;19419;0.49;45545;5
45299;12055;0;45505;0.082;3;12;0.9964;19784;0.48;45545;5
8;0.59;0.16;45505;0.065;3;16;0.9962;15401;0.92;45422;7
45297;0.38;0.15;45505;0.072;6;19;0.9955;15401;0.57;45391;5
8;0.745;0.56;2;0.118;30;134;0.9968;45352;0.66;45391;5
45448;0.5;0.09;45353;0.049;17;99;0.9937;23071;0.63;13;5
45448;0.5;0.09;45353;0.049;17;99;0.9937;23071;0.63;13;5
45449;0.5;0.01;45413;0.06;17;26;0.9952;45385;0.58;45513;6
45542;45383;0.05;45324;0.084;13;29;0.9959;44621;0.55;45544;6
45390;0.745;0.11;45536;0.09;16;63;0.9965;43525;0.82;45452;5
45359;0.715;0.15;45505;0.089;10;52;0.9968;44986;0.77;45421;5
45329;0.415;0.36;2;0.081;13;45;0.9972;17593;0.64;45331;5
45511;0.56;0.19;45293;0.081;15;105;0.9962;12114;0.54;45421;5
45511;0.56;0.19;2;0.081;17;108;0.9962;11749;0.54;45421;5
45390;0.745;0.11;45536;0.09;16;63;0.9965;43525;0.82;45452;5
45359;0.715;0.15;45505;0.089;10;52;0.9968;44986;0.77;45421;5
45327;0.34;0;45505;0.05;27;63;0.9916;24898;0.79;14;6
45357;0.39;0.08;45474;0.066;3;20;0.9954;12479;0.58;45391;5
45327;0.34;0;45505;0.05;27;63;0.9916;24898;0.79;14;6
45299;0.67;0.55;45505;0.117;32;141;0.9968;42795;0.62;45391;5
45509;0.68;0.02;45505;0.087;21;94;0.9944;19784;0.52;10;5
45450;0.49;0.26;45444;0.236;10;88;0.9968;45599;0.8;45360;5
45541;0.49;0.1;45353;0.074;12;30;0.9959;15401;0.58;45332;6
45330;0.4;0.44;45506;0.089;11;43;0.9975;19419;0.61;45422;6
45358;0.33;0.47;45293;0.077;5;11;0.9958;12114;0.53;45361;6
45331;0.52;1;45385;0.61;32;69;0.9996;27061;2.0;45391;4
45419;0.6;0.03;45505;0.095;25;99;0.995;12844;0.54;45301;5
45419;0.6;0.03;45505;0.095;25;99;0.995;12844;0.54;45301;5
45298;0.43;0.42;45417;0.07;29;129;0.9973;15401;0.72;45422;5
45298;0.43;0.42;45417;0.071;28;128;0.9973;15401;0.71;45422;5
45298;0.43;0.42;45417;0.07;29;129;0.9973;15401;0.72;45422;5
45298;0.43;0.42;45417;0.071;28;128;0.9973;15401;0.71;45422;5
45298;0.68;0;45324;0.073;12;22;0.9969;17593;0.5;45360;5
45510;0.6;0.18;45536;0.079;18;86;0.9968;21610;0.57;45360;6
45450;0.95;0.03;2;0.09;7;20;0.9959;45325;0.56;45452;5
45450;0.68;0.02;45352;0.072;9;20;0.9965;42795;45505;45331;4
45511;0.53;0.04;45474;0.076;17;31;0.9964;12114;0.56;10;6
45389;0.6;0.26;45358;0.07;36;121;0.9982;13575;0.49;45391;5
45358;0.59;0.26;45329;0.07;35;121;0.9981;13575;0.49;45391;5
45511;0.63;0.48;45474;0.1;14;96;0.9961;43525;0.62;45421;5
45510;0.64;0.1;45293;0.085;18;101;0.9956;12479;0.52;45332;5
45358;0.55;0.03;45444;0.072;17;42;0.9956;13575;0.48;9;4
45510;0.63;0.07;45293;0.089;11;44;0.9953;17227;0.55;45392;6
45419;0.705;0.24;45505;0.36;15;63;0.9964;3;21551;45421;5
45542;0.885;0.03;45505;0.058;4;8;0.9972;13210;0.33;45300;4
8;0.42;0.17;2;0.073;6;18;0.9972;47178;0.61;45331;6
8;0.42;0.17;2;0.073;6;18;0.9972;47178;0.61;45331;6
45389;0.62;0.05;45536;0.068;24;42;0.9961;15401;0.57;45423;6
45358;0.38;0.21;2;0.08;7;35;0.9961;12114;0.47;45421;5
45541;0.5;0.04;45413;0.085;19;49;0.9958;12844;0.78;45421;5
45358;0.38;0.21;2;0.08;7;35;0.9961;12114;0.47;45421;5
45419;0.52;0.42;45353;0.087;8;38;0.9972;21245;0.61;45422;6
7;0.805;0;45414;0.068;7;20;0.9969;17593;0.56;45452;5
45512;0.61;0.14;45384;0.067;10;42;0.9969;43525;0.59;45421;5
45512;0.61;0.14;45384;0.067;10;42;0.9969;43525;0.59;45421;5
45543;0.61;0.49;2;0.27;23;110;0.9972;45629;45323;45360;5
45329;0.73;0.02;45414;0.076;16;42;0.9972;16132;0.52;45360;5
45510;0.61;0.2;45505;0.077;11;65;0.9971;19784;0.58;45360;5
45479;0.62;0.21;45536;0.079;8;62;0.997;19054;0.58;45360;6
45543;0.31;0.57;2;0.111;26;85;0.9971;46082;0.53;45482;5
45389;0.39;0.48;2;0.082;14;67;0.9972;12479;0.55;45331;5
45480;0.705;0.1;45445;0.084;9;26;0.9976;14305;0.49;45482;5
45542;0.5;0.33;2;0.084;15;143;0.9968;45325;0.55;45421;5
45542;0.49;0.32;45536;0.082;17;144;0.9968;45325;0.55;45421;5
45330;0.5;0.35;45537;0.077;21;127;0.9976;44986;0.62;45391;5
45388;0.37;0.25;45536;0.074;21;49;0.9974;20880;0.62;45513;6
45510;0.63;0.12;45507;0.099;16;126;0.9969;46813;0.61;45421;5
45450;0.55;0.21;45324;0.071;7;28;0.9964;46813;0.55;45482;5
45450;0.55;0.21;45324;0.071;7;28;0.9964;46813;0.55;45482;5
45511;0.59;0.33;2;0.074;24;120;0.9968;45717;0.54;45391;5
45358;0.58;0.3;45384;0.074;15;55;0.9968;16862;0.59;45332;5
45423;0.3;0.6;2;0.067;12;27;0.9981;45599;0.97;45301;6
45387;0.835;0.08;45323;0.046;13;93;0.9924;20880;0.85;13;7
45541;45536;0.06;45293;0.061;12;31;0.9948;18688;0.43;45393;4
45452;0.32;0.47;45383;0.056;9;24;0.99695;44621;0.82;45361;7
45512;0.37;0.48;45293;0.097;39;145;0.9975;45385;45352;45360;5
45510;0.5;0.11;45413;0.075;16;49;0.99545;13210;0.79;45421;5
7;0.42;0.35;45444;0.088;16;39;0.9961;12479;0.55;45331;5
7;0.43;0.36;45444;0.089;14;37;0.99615;12479;0.56;45331;6
45516;0.3;0.74;45445;0.095;9;28;0.9994;45325;0.77;45514;7
45516;0.3;0.74;45445;0.095;9;28;0.9994;45325;0.77;45514;7
45511;0.57;0.31;45505;0.069;26;120;0.99625;47178;0.53;45360;5
45511;0.44;0.28;45475;0.1;18;95;0.9966;44621;0.67;45391;5
11;0.3;0.58;45293;0.054;7;19;0.998;11383;0.88;45422;7
45482;0.53;0.6;2;0.039;5;19;0.99585;45354;0.86;45394;6
8;0.725;0.24;45506;0.083;10;62;0.99685;12844;0.56;10;6
45454;0.44;0.64;45293;0.059;5;15;0.998;44256;0.67;45332;6
45330;0.57;0.26;45324;0.06;28;65;0.9959;45354;0.43;45301;5
45511;0.735;0.08;45384;0.092;10;41;0.9974;45352;0.71;45513;6
7;0.49;0.49;45448;0.06;26;121;0.9974;12479;0.76;45422;5
45481;0.625;0.16;2;0.101;13;49;0.9962;41699;0.57;11;5
45299;0.725;0.22;45324;0.072;11;41;0.9967;13210;0.55;45300;5
45419;0.49;0.19;45536;0.076;10;44;0.9957;14305;0.54;45482;5
45511;0.53;0.33;45384;0.08;24;144;0.99655;45354;0.6;45421;5
45511;0.34;0.37;2;0.082;24;58;0.9964;12479;0.59;45391;6
45389;0.53;0.26;2;0.101;16;72;0.9957;42064;0.57;45391;5
45510;0.61;0.04;45413;0.057;5;10;0.99525;15401;0.6;45421;5
45451;0.645;0.25;2;0.083;8;28;0.99815;46813;0.6;10;6
45390;0.635;0.36;2;0.089;15;55;0.99745;11383;0.57;45392;4
45480;0.43;0.25;45445;0.073;29;63;0.99615;13575;0.58;45422;6
45543;0.59;0.5;2;0.337;27;81;0.9964;45385;22282;45421;6
9;0.82;0.14;45445;0.089;9;23;0.9984;14305;0.63;45513;5
45480;0.43;0.25;45445;0.073;29;63;0.99615;13575;0.58;45422;6
45541;0.52;0.25;45445;0.081;10;37;0.99685;16862;0.5;11;5
45327;0.48;0.04;45444;0.054;19;106;0.9927;19784;0.62;45334;7
8;0.38;0.06;45505;0.078;12;49;0.99625;13575;0.52;45544;6
45420;0.37;0.2;45506;0.09;18;58;0.998;12479;0.7;45452;6
45541;0.52;0.25;45445;0.081;10;37;0.99685;16862;0.5;11;5
45330;1;0.09;45353;0.065;7;37;0.99685;11749;0.55;9;6
45329;0.63;0;45536;0.097;14;38;0.99675;13575;0.58;9;6
45329;0.63;0;45536;0.097;14;38;0.99675;13575;0.58;9;6
45329;0.645;0;45536;0.097;15;39;0.99675;13575;0.58;45331;6
45329;0.63;0;45536;0.097;14;38;0.99675;13575;0.58;9;6
45330;1;0.09;45353;0.065;7;37;0.99685;11749;0.55;9;6
45543;0.635;0.37;45474;0.263;5;62;0.9971;3;45536;45360;5
12;0.38;0.56;45293;0.093;6;24;0.99925;41699;0.71;45545;6
45480;0.58;0.1;45505;0.102;28;109;0.99565;45507;0.49;45513;6
15;0.21;0.44;45324;0.075;10;24;1.00005;45476;0.84;45331;7
15;0.21;0.44;45324;0.075;10;24;1.00005;45476;0.84;45331;7
45358;0.66;0;2;0.084;6;23;0.9983;22341;0.96;45544;6
45298;0.68;0.07;45536;0.075;16;51;0.99685;13940;0.52;45421;5
45330;0.6;0.17;45353;0.072;11;73;0.9963;45325;0.45;45360;5
45480;0.53;0.06;45474;0.074;9;39;0.99615;12844;0.48;45513;6
45358;0.66;0;2;0.084;6;23;0.9983;22341;0.96;45544;6
45514;0.32;0.44;45444;0.063;16;37;0.9985;44621;0.78;10;6
45298;0.6;0;45505;0.074;16;34;0.9972;17227;0.7;45544;6
45302;0.35;0.48;45294;0.09;5;21;0.9986;42795;0.53;45422;5
45480;0.775;0.42;45536;0.092;8;86;0.9959;44986;0.59;45421;5
45298;0.6;0;45505;0.074;16;34;0.9972;17227;0.7;45544;6
8;0.57;0.23;45325;0.073;17;119;0.99675;46082;0.57;45360;5
45391;0.34;0.37;45324;0.075;5;13;0.998;44621;0.62;45331;5
45449;0.695;0;45293;0.075;12;56;0.9968;17958;0.67;45331;5
45480;0.41;0.76;45505;0.611;8;45;0.9968;45446;46023;45391;5
10;0.31;0.47;45445;0.085;14;33;0.99965;13210;0.8;45422;7
45542;0.33;0.23;45474;0.077;18;45;0.99625;47178;0.65;45360;5
7;0.975;0.04;2;0.087;12;67;0.99565;12844;0.6;45391;4
8;0.52;0.03;45474;0.07;10;35;0.99575;12479;0.57;10;5
45542;0.37;0.23;45505;0.077;23;49;0.9963;46813;0.67;45360;5
45424;0.56;0.49;45384;0.064;5;27;0.9999;45507;0.87;45545;5
45515;0.26;0.52;45505;0.071;6;10;0.9968;45325;0.72;45332;7
45299;0.87;0;45354;0.096;26;61;1.00025;45446;0.72;45513;4
45542;0.35;0.46;45446;0.078;15;37;0.9973;12844;0.86;45516;8
45541;0.54;0.04;3;0.077;7;27;0.9987;25263;0.91;45391;6
45423;0.18;0.51;4;0.104;4;23;0.9996;46813;0.97;45301;6
45542;0.545;0.06;4;0.087;27;61;0.9965;13210;0.67;45483;6
45423;0.18;0.51;4;0.104;4;23;0.9996;46813;0.97;45301;6
45545;0.37;0.58;4;0.071;17;65;0.99935;44621;0.78;45301;5
45390;0.715;0.2;45384;0.076;10;38;0.99735;11383;0.64;45391;5
45419;0.65;0.18;7;0.088;27;94;0.99915;13940;0.77;45391;5
45542;0.545;0.06;4;0.087;27;61;0.9965;13210;0.67;45483;6
45541;0.54;0.04;3;0.077;7;27;0.9987;25263;0.91;45391;6
45423;0.18;0.51;4;0.104;4;23;0.9996;46813;0.97;45301;6
45361;0.32;0.45;45388;0.073;5;13;0.9976;44986;0.82;45455;8
45543;0.4;0.32;45448;0.087;10;47;0.9991;13940;0.77;45422;7
45393;0.26;0.44;45446;0.071;6;19;0.9986;45629;0.82;45360;6
45480;0.27;0.68;45415;0.358;5;10;0.9972;45717;45505;45544;7
45450;0.52;0.12;3;0.067;12;53;0.9971;13210;0.57;45300;5
45543;0.4;0.32;45448;0.087;10;47;0.9991;13940;0.77;45422;7
45544;0.59;0.07;45385;0.102;32;71;1.00015;11383;0.71;45513;5
45544;0.59;0.07;45385;0.102;32;71;1.00015;11383;0.71;45513;5
12;0.45;0.55;2;0.073;25;49;0.9997;45294;0.76;45361;6
45419;0.4;0.12;3;0.092;29;53;0.9967;13575;0.7;45361;6
45481;0.52;0.09;45414;0.091;20;49;0.9976;12479;0.86;45453;7
45454;0.42;0.53;45354;0.105;33;98;1.001;45325;0.95;45331;5
45481;0.52;0.09;45414;0.091;20;49;0.9976;12479;0.86;45453;7
11;0.2;0.48;2;0.343;6;18;0.9979;45354;0.71;45422;5
45392;0.55;0.23;45475;0.091;18;48;0.9994;44621;0.64;45361;6
45541;0.36;0.25;45384;0.098;5;16;0.9964;15036;0.6;45301;6
45364;0.34;0.52;45325;0.094;17;53;1.0014;45415;0.81;45421;6
45514;0.5;0.46;45414;0.073;5;27;1.0001;45415;0.64;45421;5
45453;0.83;0.37;45445;0.086;26;70;0.9981;42430;0.52;45544;5
45298;0.63;0.06;2;0.083;8;29;0.99855;24532;0.73;45452;5
45329;0.65;0.02;45353;0.094;5;31;0.9993;24532;0.8;45482;5
45541;0.67;0.06;45293;0.08;8;33;0.99845;24898;0.71;45452;5
45419;0.53;0.06;45445;0.086;20;44;0.9965;13940;0.59;45483;6
45302;0.18;0.48;45413;0.068;7;15;0.9973;44621;0.64;45301;6
45359;0.705;0.12;45445;0.092;12;28;0.9994;18688;0.72;10;5
45389;0.67;0.12;45444;0.186;5;21;0.996;14305;0.54;45421;5
45390;0.65;0.6;45293;0.112;12;90;0.9973;45325;0.52;45331;5
45361;0.53;0.48;45414;0.063;6;25;0.9998;45629;0.59;45360;6
45450;0.62;0.32;45324;0.082;7;54;0.9966;13210;0.52;45391;5
45361;0.41;0.42;45384;0.213;6;14;0.9994;43525;0.62;45421;6
45361;0.43;0.44;45384;0.214;5;12;0.9994;43525;0.63;45421;6
45389;0.29;0.38;45474;0.062;9;30;0.9968;15036;0.53;45421;6
45361;0.53;0.48;45414;0.063;6;25;0.9998;45629;0.59;45360;6
45542;0.53;0.24;2;0.072;15;105;0.996;46447;0.54;45391;6
9;0.46;0.31;45506;0.093;19;98;0.99815;11749;0.63;45421;6
45451;0.47;0.3;3;0.076;30;135;0.9976;45354;0.53;45391;5
45389;0.36;0.29;45445;0.087;26;72;0.99645;14305;0.68;11;5
45298;0.35;0.29;45414;0.096;20;53;0.9962;15401;0.65;11;6
45452;0.56;0.23;45385;0.102;37;92;0.9996;45354;0.65;45301;5
45452;0.77;0.12;45537;0.082;30;74;0.99865;45354;0.64;45392;6
45513;0.66;0.39;45325;0.083;21;59;0.9989;13575;0.71;45423;7
45452;0.77;0.12;45537;0.082;30;74;0.99865;45354;0.64;45392;6
45513;0.66;0.39;45325;0.083;21;59;0.9989;13575;0.71;45423;7
45360;0.61;0.26;45385;0.09;25;87;0.99975;45352;0.62;45482;5
45511;0.62;0.05;45353;0.079;6;18;0.99735;47178;0.63;45360;5
45361;0.59;0.42;45506;0.09;35;73;0.999;46813;0.7;45421;6
10;0.49;0.2;11;0.071;13;50;1.0015;42430;0.69;45331;6
10;0.49;0.2;11;0.071;13;50;1.0015;42430;0.69;45331;6
45454;0.53;0.66;23802;0.121;6;14;0.9978;45415;0.74;45423;7
45361;0.44;0.5;45416;0.107;5;13;0.998;46813;0.83;45423;5
45395;0.27;0.62;45445;0.082;6;21;1.0002;42430;0.67;45482;6
45483;0.46;0.39;2;0.061;7;15;0.9981;43160;0.62;45421;5
45332;0.36;0.64;45537;0.122;10;41;0.998;44986;0.66;45424;6
45332;0.36;0.64;45537;0.122;10;41;0.998;44986;0.66;45424;6
8;0.58;0.28;45325;0.066;21;114;0.9973;44621;0.54;45391;6
45390;0.56;0.08;45293;0.105;16;44;0.9958;41334;0.52;11;5
45542;0.65;0.01;45414;0.078;17;38;0.9963;12479;0.74;45484;7
45546;0.695;0.53;45385;0.128;7;21;0.9992;42795;0.84;45334;7
45543;0.43;0.45;45536;0.052;6;16;0.9948;12844;0.7;45424;6
45511;0.43;0.32;45506;0.08;29;58;0.9974;11383;0.64;45361;5
45394;0.49;0.58;3;0.103;28;99;1.0008;42430;1;45423;6
45424;0.28;0.54;45353;0.082;12;29;0.9997;45599;13150;45513;7
45334;0.34;0.5;45384;0.066;10;21;1;45629;43101;45331;6
45453;0.42;0.48;45475;0.065;5;18;0.9972;44256;0.87;45362;6
45545;0.39;0.47;45505;0.118;6;14;0.9982;45354;0.75;45513;6
45545;0.39;0.47;45505;0.118;6;14;0.9982;45354;0.75;45513;6
45546;0.57;0.5;45445;0.082;6;32;1.0006;45629;0.78;45483;6
7;0.685;0;45536;0.067;40;63;0.9979;45446;0.81;45544;5
45449;0.815;0.02;45475;0.072;17;34;0.9955;21245;0.89;45363;7
45517;0.49;0.67;3;0.093;6;15;0.9986;45325;0.93;12;6
45452;0.56;0.31;45506;0.089;15;46;0.9979;45599;0.92;10;6
45300;0.785;0;45445;0.093;11;28;0.9994;13210;0.86;45391;6
45483;0.67;0.22;45475;0.107;17;34;1.0004;46813;0.98;45544;6
45300;0.795;0;45445;0.096;11;26;0.9994;12844;0.83;45391;6
45480;0.665;0;45384;0.09;8;19;0.9974;46447;0.73;45360;5
45425;0.53;0.79;45508;0.12;23;77;1.0018;43160;0.77;13;5
45297;0.21;0.4;45383;0.066;40.5;165;0.9912;45717;0.59;45546;6
45479;0.75;0.01;45384;0.078;17;32;0.9955;20149;0.61;45516;6
45423;0.41;0.52;3;0.08;29;55;1.0001;46082;0.88;11;5
45422;0.42;0.66;34731;0.116;12;29;0.997;45352;0.75;45484;7
45546;0.43;0.66;45294;0.109;10;23;1;42064;0.85;45392;7
45455;0.38;0.66;45445;0.088;10;41;1.001;42795;0.68;45513;6
45330;0.7;0.23;2;0.099;14;81;0.9973;43525;0.7;45391;5
45451;0.45;0.31;45445;0.086;21;50;0.9982;13575;0.91;45544;6
45546;0.58;0.66;45414;0.072;6;37;0.9992;45415;0.56;10;5
45424;0.46;0.63;2;0.071;6;15;0.9988;36192;0.87;45332;5
45516;0.615;0.66;45509;0.083;7;42;1.0022;45476;0.73;10;7
